type,subtype,state,accepted,text
Glass,pp_bag,dirty,False,
Glass,pp_bag,heavily_dirty,False,
Glass,pp_bag,food_contaminated,False,
Glass,pp_bag,with_labels,False,
Glass,pp_bag,no_labels,False,
Glass,pp_bag,compressed,False,
Glass,pp_bag,damaged,False,
Glass,pp_bag,unknown,False,
Glass,foam_packaging,clean,True,1. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Glass,foam_packaging,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Glass,foam_packaging,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Glass,foam_packaging,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Glass,foam_packaging,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Glass,foam_packaging,no_labels,True,1. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Glass,foam_packaging,compressed,True,1. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Glass,foam_packaging,damaged,True,1. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Glass,foam_packaging,unknown,True,1. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Glass,foam_egg,clean,True,1. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)
Glass,foam_egg,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)"
Glass,foam_egg,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)"
Glass,foam_egg,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)"
Glass,foam_egg,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)"
Glass,foam_egg,no_labels,True,1. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)
Glass,foam_egg,compressed,True,1. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)
Glass,foam_egg,damaged,True,1. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)
Glass,foam_egg,unknown,True,1. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)
Glass,foam_building,clean,True,1. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Glass,foam_building,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Glass,foam_building,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Glass,foam_building,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Glass,foam_building,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Glass,foam_building,no_labels,True,1. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Glass,foam_building,compressed,True,1. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Glass,foam_building,damaged,True,1. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Glass,foam_building,unknown,True,1. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Glass,foam_food,clean,False,
Glass,foam_food,dirty,False,
Glass,foam_food,heavily_dirty,False,
Glass,foam_food,food_contaminated,False,
Glass,foam_food,with_labels,False,
Glass,foam_food,no_labels,False,
Glass,foam_food,compressed,False,
Glass,foam_food,damaged,False,
Glass,foam_food,unknown,False,
Glass,blister_pack,clean,True,1. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)
Glass,blister_pack,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)"
Glass,blister_pack,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)"
Glass,blister_pack,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)"
Glass,blister_pack,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)"
Glass,blister_pack,no_labels,True,1. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)
Glass,blister_pack,compressed,True,1. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)
Glass,blister_pack,damaged,True,1. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)
Glass,blister_pack,unknown,True,1. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)
Glass,toothbrush,clean,True,1. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)
Glass,toothbrush,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)"
Glass,toothbrush,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)"
Glass,toothbrush,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)"
Glass,toothbrush,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)"
Glass,toothbrush,no_labels,True,1. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)
Glass,toothbrush,compressed,True,1. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)
Glass,toothbrush,damaged,True,1. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)
Glass,toothbrush,unknown,True,1. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)
Glass,plastic_card,clean,True,"1. Разрежьте пластиковую карту, если она содержит личные данные
2. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Glass,plastic_card,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Разрежьте пластиковую карту, если она содержит личные данные
3. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Glass,plastic_card,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Разрежьте пластиковую карту, если она содержит личные данные
3. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Glass,plastic_card,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Разрежьте пластиковую карту, если она содержит личные данные
3. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Glass,plastic_card,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Разрежьте пластиковую карту, если она содержит личные данные
3. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Glass,plastic_card,no_labels,True,"1. Разрежьте пластиковую карту, если она содержит личные данные
2. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Glass,plastic_card,compressed,True,"1. Разрежьте пластиковую карту, если она содержит личные данные
2. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Glass,plastic_card,damaged,True,"1. Разрежьте пластиковую карту, если она содержит личные данные
2. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Glass,plastic_card,unknown,True,"1. Разрежьте пластиковую карту, если она содержит личные данные
2. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Glass,tube,clean,True,1. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)
Glass,tube,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)"
Glass,tube,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)"
Glass,tube,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)"
Glass,tube,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)"
Glass,tube,no_labels,True,1. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)
Glass,tube,compressed,True,1. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)
Glass,tube,damaged,True,1. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)
Glass,tube,unknown,True,1. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)
Glass,receipt,clean,True,1. Сложите чек и выбросите его отдельно от макулатуры в контейнер для термобумаги (контейнер зелёного цвета)
Glass,receipt,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Сложите чек и выбросите его отдельно от макулатуры в контейнер для термобумаги (контейнер зелёного цвета)"
Glass,receipt,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Сложите чек и выбросите его отдельно от макулатуры в контейнер для термобумаги (контейнер зелёного цвета)"
Glass,receipt,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Сложите чек и выбросите его отдельно от макулатуры в контейнер для термобумаги (контейнер зелёного цвета)"
Glass,receipt,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Сложите чек и выбросите его отдельно от макулатуры в контейнер для термобумаги (контейнер зелёного цвета)"
Glass,receipt,no_labels,True,1. Сложите чек и выбросите его отдельно от макулатуры в контейнер для термобумаги (контейнер зелёного цвета)
Glass,receipt,compressed,True,1. Сложите чек и выбросите его отдельно от макулатуры в контейнер для термобумаги (контейнер зелёного цвета)
Glass,receipt,damaged,True,1. Сложите чек и выбросите его отдельно от макулатуры в контейнер для термобумаги (контейнер зелёного цвета)
Glass,receipt,unknown,True,1. Сложите чек и выбросите его отдельно от макулатуры в контейнер для термобумаги (контейнер зелёного цвета)
Glass,unknown,clean,False,
Glass,unknown,dirty,False,
Glass,unknown,heavily_dirty,False,
Glass,unknown,food_contaminated,False,
Glass,unknown,with_labels,False,
Glass,unknown,no_labels,False,
Glass,unknown,compressed,False,
Glass,unknown,damaged,False,
Glass,unknown,unknown,False,
Metal,pet_bottle,clean,True,"1. Снимите крышку и выбросите её в контейнер для пластиковых крышек (контейнер синего цвета)
2. Смятую бутылку выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Metal,pet_bottle,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Снимите крышку и выбросите её в контейнер для пластиковых крышек (контейнер синего цвета)
3. Смятую бутылку выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Metal,pet_bottle,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Снимите крышку и выбросите её в контейнер для пластиковых крышек (контейнер синего цвета)
3. Смятую бутылку выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Metal,pet_bottle,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Снимите крышку и выбросите её в контейнер для пластиковых крышек (контейнер синего цвета)
3. Смятую бутылку выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Metal,pet_bottle,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Снимите крышку и выбросите её в контейнер для пластиковых крышек (контейнер синего цвета)
3. Смятую бутылку выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Metal,pet_bottle,no_labels,True,"1. Снимите крышку и выбросите её в контейнер для пластиковых крышек (контейнер синего цвета)
2. Смятую бутылку выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Metal,pet_bottle,compressed,True,"1. Снимите крышку и выбросите её в контейнер для пластиковых крышек (контейнер синего цвета)
2. Смятую бутылку выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Metal,pet_bottle,damaged,True,"1. Снимите крышку и выбросите её в контейнер для пластиковых крышек (контейнер синего цвета)
2. Смятую бутылку выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Metal,pet_bottle,unknown,True,"1. Снимите крышку и выбросите её в контейнер для пластиковых крышек (контейнер синего цвета)
2. Смятую бутылку выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Metal,pet_bottle_white,clean,True,
Metal,pet_bottle_white,dirty,True,1. Тщательно промойте или очистите упаковку.
Metal,pet_bottle_white,heavily_dirty,True,1. Тщательно промойте или очистите упаковку.
Metal,pet_bottle_white,food_contaminated,True,1. Тщательно промойте или очистите упаковку.
Metal,pet_bottle_white,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть."
Metal,pet_bottle_white,no_labels,True,
Metal,pet_bottle_white,compressed,True,
Metal,pet_bottle_white,damaged,True,
Metal,pet_bottle_white,unknown,True,
Metal,pet_container,clean,False,
Metal,pet_container,dirty,False,
Metal,pet_container,heavily_dirty,False,
Metal,pet_container,food_contaminated,False,
Metal,pet_container,with_labels,False,
Metal,pet_container,no_labels,False,
Metal,pet_container,compressed,False,
Metal,pet_container,damaged,False,
Metal,pet_container,unknown,False,
Metal,hdpe_container,clean,True,1. Ёмкость выбросите в контейнер для пластика (контейнер жёлтого цвета)
Metal,hdpe_container,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Ёмкость выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Metal,hdpe_container,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Ёмкость выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Metal,hdpe_container,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Ёмкость выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Metal,hdpe_container,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Ёмкость выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Metal,hdpe_container,no_labels,True,1. Ёмкость выбросите в контейнер для пластика (контейнер жёлтого цвета)
Metal,hdpe_container,compressed,True,1. Ёмкость выбросите в контейнер для пластика (контейнер жёлтого цвета)
Metal,hdpe_container,damaged,True,1. Ёмкость выбросите в контейнер для пластика (контейнер жёлтого цвета)
Metal,hdpe_container,unknown,True,1. Ёмкость выбросите в контейнер для пластика (контейнер жёлтого цвета)
Metal,hdpe_film,clean,True,1. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)
Metal,hdpe_film,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)"
Metal,hdpe_film,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)"
Metal,hdpe_film,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)"
Metal,hdpe_film,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)"
Metal,hdpe_film,no_labels,True,1. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)
Metal,hdpe_film,compressed,True,1. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)
Metal,hdpe_film,damaged,True,1. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)
Metal,hdpe_film,unknown,True,1. Плёнку выбросите в контейнер для плёнки (контейнер жёлтого цвета)
Metal,hdpe_bag,clean,True,1. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)
Metal,hdpe_bag,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Metal,hdpe_bag,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Metal,hdpe_bag,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Metal,hdpe_bag,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)"
Metal,hdpe_bag,no_labels,True,1. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)
Metal,hdpe_bag,compressed,True,1. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)
Metal,hdpe_bag,damaged,True,1. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)
Metal,hdpe_bag,unknown,True,1. Пакет выбросите в контейнер для пластика (контейнер жёлтого цвета)
Metal,pp_container,clean,True,"1. Удалите все наклейки или термоусадочную плёнку, если они есть
2. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Metal,pp_container,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Удалите все наклейки или термоусадочную плёнку, если они есть
3. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Metal,pp_container,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Удалите все наклейки или термоусадочную плёнку, если они есть
3. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Metal,pp_container,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Удалите все наклейки или термоусадочную плёнку, если они есть
3. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Metal,pp_container,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Удалите все наклейки или термоусадочную плёнку, если они есть
3. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Metal,pp_container,no_labels,True,"1. Удалите все наклейки или термоусадочную плёнку, если они есть
2. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Metal,pp_container,compressed,True,"1. Удалите все наклейки или термоусадочную плёнку, если они есть
2. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Metal,pp_container,damaged,True,"1. Удалите все наклейки или термоусадочную плёнку, если они есть
2. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Metal,pp_container,unknown,True,"1. Удалите все наклейки или термоусадочную плёнку, если они есть
2. Выбросите упаковку в контейнер для пластика (контейнер жёлтого цвета)"
Metal,pp_large,clean,False,
Metal,pp_large,dirty,False,
Metal,pp_large,heavily_dirty,False,
Metal,pp_large,food_contaminated,False,
Metal,pp_large,with_labels,False,
Metal,pp_large,no_labels,False,
Metal,pp_large,compressed,False,
Metal,pp_large,damaged,False,
Metal,pp_large,unknown,False,
Metal,pp_bag,clean,False,
Metal,pp_bag,dirty,False,
Metal,pp_bag,heavily_dirty,False,
Metal,pp_bag,food_contaminated,False,
Metal,pp_bag,with_labels,False,
Metal,pp_bag,no_labels,False,
Metal,pp_bag,compressed,False,
Metal,pp_bag,damaged,False,
Metal,pp_bag,unknown,False,
Metal,foam_packaging,clean,True,1. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Metal,foam_packaging,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Metal,foam_packaging,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Metal,foam_packaging,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Metal,foam_packaging,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Metal,foam_packaging,no_labels,True,1. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Metal,foam_packaging,compressed,True,1. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Metal,foam_packaging,damaged,True,1. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Metal,foam_packaging,unknown,True,1. Пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Metal,foam_egg,clean,True,1. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)
Metal,foam_egg,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)"
Metal,foam_egg,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)"
Metal,foam_egg,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)"
Metal,foam_egg,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)"
Metal,foam_egg,no_labels,True,1. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)
Metal,foam_egg,compressed,True,1. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)
Metal,foam_egg,damaged,True,1. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)
Metal,foam_egg,unknown,True,1. Ячейки выбросите в контейнер для пенопласта (контейнер белого цвета)
Metal,foam_building,clean,True,1. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Metal,foam_building,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Metal,foam_building,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Metal,foam_building,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Metal,foam_building,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)"
Metal,foam_building,no_labels,True,1. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Metal,foam_building,compressed,True,1. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Metal,foam_building,damaged,True,1. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Metal,foam_building,unknown,True,1. Строительный пенопласт выбросите в контейнер для пенопласта (контейнер белого цвета)
Metal,foam_food,clean,False,
Metal,foam_food,dirty,False,
Metal,foam_food,heavily_dirty,False,
Metal,foam_food,food_contaminated,False,
Metal,foam_food,with_labels,False,
Metal,foam_food,no_labels,False,
Metal,foam_food,compressed,False,
Metal,foam_food,damaged,False,
Metal,foam_food,unknown,False,
Metal,blister_pack,clean,True,1. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)
Metal,blister_pack,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)"
Metal,blister_pack,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)"
Metal,blister_pack,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)"
Metal,blister_pack,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)"
Metal,blister_pack,no_labels,True,1. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)
Metal,blister_pack,compressed,True,1. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)
Metal,blister_pack,damaged,True,1. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)
Metal,blister_pack,unknown,True,1. Чистую блистерную упаковку выбросите в контейнер для блистеров (контейнер серого цвета)
Metal,toothbrush,clean,True,1. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)
Metal,toothbrush,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)"
Metal,toothbrush,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)"
Metal,toothbrush,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)"
Metal,toothbrush,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)"
Metal,toothbrush,no_labels,True,1. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)
Metal,toothbrush,compressed,True,1. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)
Metal,toothbrush,damaged,True,1. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)
Metal,toothbrush,unknown,True,1. Зубную щётку выбросите в контейнер для зубных щёток (контейнер серого цвета)
Metal,plastic_card,clean,True,"1. Разрежьте пластиковую карту, если она содержит личные данные
2. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Metal,plastic_card,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Разрежьте пластиковую карту, если она содержит личные данные
3. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Metal,plastic_card,heavily_dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Разрежьте пластиковую карту, если она содержит личные данные
3. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Metal,plastic_card,food_contaminated,True,"1. Тщательно промойте или очистите упаковку.
2. Разрежьте пластиковую карту, если она содержит личные данные
3. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Metal,plastic_card,with_labels,True,"1. Удалите все наклейки и термоусадочную плёнку, если они есть.
2. Разрежьте пластиковую карту, если она содержит личные данные
3. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Metal,plastic_card,no_labels,True,"1. Разрежьте пластиковую карту, если она содержит личные данные
2. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Metal,plastic_card,compressed,True,"1. Разрежьте пластиковую карту, если она содержит личные данные
2. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Metal,plastic_card,damaged,True,"1. Разрежьте пластиковую карту, если она содержит личные данные
2. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Metal,plastic_card,unknown,True,"1. Разрежьте пластиковую карту, если она содержит личные данные
2. Выбросите её в контейнер для пластиковых карт (контейнер серого цвета)"
Metal,tube,clean,True,1. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)
Metal,tube,dirty,True,"1. Тщательно промойте или очистите упаковку.
2. Разрежьте тюбик и выбросите его в контейнер для тюбиков (контейнер серого цвета)"
